label	body_text	body_text_nostop
ham	K:)k.are you in college?	['kkare', 'college']
spam	Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+	['urgent', 'call', '09061749602', 'landline', 'complimentary', '4', 'tenerife', 'holiday', '10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'box', '528', 'hp20', '1yf', '150ppm', '18']
ham	Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.	['better', 'made', 'friday', 'stuffed', 'like', 'pig', 'yesterday', 'feel', 'bleh', 'least', 'writhing', 'pain', 'kind', 'bleh']
ham	No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)	['sell', 'well', 'tons', 'coins', 'sell', 'coins', 'someone', 'thru', 'paypal', 'voila', 'money', 'back', 'life', 'pockets']
ham	Theyre doing it to lots of places. Only hospitals and medical places are safe.	['theyre', 'lots', 'places', 'hospitals', 'medical', 'places', 'safe']
spam	How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)	['getting', 'touch', 'folks', 'waiting', 'company', 'txt', 'back', 'name', 'age', 'opt', 'enjoy', 'community', '150psms']
ham	And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed	['also', 'ive', 'sorta', 'blown', 'couple', 'times', 'recently', 'id', 'rather', 'text', 'blue', 'looking', 'weed']
ham	I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones	['sent', 'scores', 'sophas', 'secondary', 'application', 'schools', 'think', 'thinking', 'applying', 'research', 'cost', 'also', 'contact', 'joke', 'ogunrinde', 'school', 'one', 'less', 'expensive', 'ones']
ham	I cant wait to see you! How were the photos were useful? :)	['cant', 'wait', 'see', 'photos', 'useful', '']
spam	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1	['ur', 'cashbalance', 'currently', '500', 'pounds', 'maximize', 'ur', 'cashin', 'send', 'go', '86688', '150pmsg', 'cc', '08718720201', 'po', 'box', '11414', 'tcrw1']
ham	Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 	['hey', 'booked', 'kb', 'sat', 'already', 'lessons', 'going', 'ah', 'keep', 'sat', 'night', 'free', 'need', 'meet', 'confirm', 'lodging', '']
ham	Chk in ur belovd ms dict	['chk', 'ur', 'belovd', 'ms', 'dict']
ham	Is that what time you want me to come?	['time', 'want', 'come']
ham	Awesome, lemme know whenever you're around	['awesome', 'lemme', 'know', 'whenever', 'youre', 'around']
ham	Shb b ok lor... Thanx...	['shb', 'b', 'ok', 'lor', 'thanx']
ham	"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"	['beautiful', 'truth', 'gravity', 'read', 'carefully', 'heart', 'feels', 'light', 'someone', 'feels', 'heavy', 'someone', 'leaves', 'good', 'night']
ham	Also remember to get dobby's bowl from your car	['also', 'remember', 'get', 'dobbys', 'bowl', 'car']
spam	Filthy stories and GIRLS waiting for your	['filthy', 'stories', 'girls', 'waiting']
ham	Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...	['sorry', 'c', 'ur', 'msg', 'yar', 'lor', 'poor', 'thing', '4', 'one', 'night', 'tmr', 'ull', 'brand', 'new', 'room', '2', 'sleep']
ham	Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical	['love', 'isnt', 'decision', 'feeling', 'could', 'decide', 'love', 'life', 'would', 'much', 'simpler', 'less', 'magical']
ham	Welp apparently he retired	['welp', 'apparently', 'retired']
ham	My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!	['sort', 'code', 'acc', 'bank', 'natwest', 'reply', 'confirm', 'ive', 'sent', 'right', 'person']
ham	Where @	['']
ham	U sure u can't take any sick time?	['u', 'sure', 'u', 'cant', 'take', 'sick', 'time']
spam	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only	['urgent', 'trying', 'contact', 'u', 'todays', 'draw', 'shows', '800', 'prize', 'guaranteed', 'call', '09050001808', 'land', 'line', 'claim', 'm95', 'valid12hrs']
ham	Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?	['watching', 'cartoon', 'listening', 'music', 'amp', 'eve', 'go', 'temple', 'amp', 'church', 'u']
ham	Yo chad which gymnastics class do you wanna take? The site says Christians class is full..	['yo', 'chad', 'gymnastics', 'class', 'wanna', 'take', 'site', 'says', 'christians', 'class', 'full']
ham	Are you this much buzy	['much', 'buzy']
ham	Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.	['better', 'still', 'catch', 'let', 'ask', 'sell', 'ltgt']
ham	I am not sure about night menu. . . I know only about noon menu	['sure', 'night', 'menu', 'know', 'noon', 'menu']
ham	What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.	['u', 'want', 'come', 'backa', 'beautiful', 'necklace', 'token', 'heart', 'youthats', 'give', 'wife', 'likingbe', 'seeno', 'one', 'give', 'thatdont', 'call', 'mei', 'wait', 'till', 'come']
ham	Are you willing to go for aptitude class.	['willing', 'go', 'aptitude', 'class']
ham	It wont b until 2.15 as trying 2 sort house out, is that ok?	['wont', 'b', '215', 'trying', '2', 'sort', 'house', 'ok']
ham	Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?	['yar', 'lor', 'wan', '2', 'go', 'c', 'horse', 'racing', 'today', 'mah', 'eat', 'earlier', 'lor', 'ate', 'chicken', 'rice', 'u']
ham	Haha awesome, omw back now then	['haha', 'awesome', 'omw', 'back']
ham	Yup i thk so until e shop closes lor.	['yup', 'thk', 'e', 'shop', 'closes', 'lor']
ham	what is your account number?	['account', 'number']
ham	Eh u send wrongly lar...	['eh', 'u', 'send', 'wrongly', 'lar']
ham	Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 	['hey', 'ad', 'crap', 'nite', 'borin', 'without', 'ya', '2', 'boggy', 'u', 'boring', 'biatch', 'thanx', 'u', 'wait', 'til', 'nxt', 'time', 'il', 'ave', 'ya', '']
ham	Ok i shall talk to him	['ok', 'shall', 'talk']
ham	Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing	['dont', 'hesitate', 'know', 'second', 'time', 'weakness', 'like', 'keep', 'notebook', 'eat', 'day', 'anything', 'changed', 'day', 'sure', 'nothing']
ham	Hey you can pay. With salary de. Only  &lt;#&gt; .	['hey', 'pay', 'salary', 'de', 'ltgt', '']
ham	Another month. I need chocolate weed and alcohol.	['another', 'month', 'need', 'chocolate', 'weed', 'alcohol']
ham	If he started searching he will get job in few days.he have great potential and talent.	['started', 'searching', 'get', 'job', 'dayshe', 'great', 'potential', 'talent']
ham	Reckon need to be in town by eightish to walk from * carpark.	['reckon', 'need', 'town', 'eightish', 'walk', 'carpark']
spam	Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.	['congrats', '2', 'mobile', '3g', 'videophones', 'r', 'call', '09063458130', 'videochat', 'wid', 'mates', 'play', 'java', 'games', 'dload', 'polyph', 'music', 'noline', 'rentl']
ham	LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP	['look', 'fuckin', 'time', 'fuck', 'think']
ham	Yo guess what I just dropped	['yo', 'guess', 'dropped']
ham	Carlos says he'll be at mu in  &lt;#&gt;  minutes	['carlos', 'says', 'hell', 'mu', 'ltgt', 'minutes']
ham	I'm in office now . I will call you  &lt;#&gt;  min:)	['im', 'office', 'call', 'ltgt', 'min']
ham	Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*	['geeee', 'miss', 'already', 'know', 'think', 'fuck', 'cant', 'wait', 'till', 'next', 'year', 'together', 'loving', 'kiss']
ham	Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn	['yun', 'ahthe', 'ubi', 'one', 'say', 'ü', 'wan', 'call', 'tomorrowcall', '67441233', 'look', 'ireneere', 'got', 'bus822656166382', 'ubi', 'cresubi', 'tech', 'park6ph', '1st', '5wkg', 'daysèn']
ham	Ugh. Gotta drive back to sd from la. My butt is sore.	['ugh', 'gotta', 'drive', 'back', 'sd', 'la', 'butt', 'sore']
ham	26th OF JULY	['26th', 'july']
ham	Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.	['hi', 'im', 'relaxing', 'time', 'ever', 'get', '7am', 'every', 'day', 'party', 'good', 'night', 'get', 'home', 'tomorrow', '5ish']
ham	Up to ü... Ü wan come then come lor... But i din c any stripes skirt...	['ü', 'ü', 'wan', 'come', 'come', 'lor', 'din', 'c', 'stripes', 'skirt']
ham	The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...	['xmas', 'story', 'peace', 'xmas', 'msg', 'love', 'xmas', 'miracle', 'jesus', 'hav', 'blessed', 'month', 'ahead', 'amp', 'wish', 'u', 'merry', 'xmas']
ham	I can't, I don't have her number!	['cant', 'dont', 'number']
ham	Change again... It's e one next to escalator...	['change', 'e', 'one', 'next', 'escalator']
ham	Yetunde i'm in class can you not run water on it to make it ok. Pls now.	['yetunde', 'im', 'class', 'run', 'water', 'make', 'ok', 'pls']
ham	Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 	['lot', 'happened', 'feels', 'quiet', 'beth', 'aunts', 'charlie', 'working', 'lots', 'helen', 'mo', '']
ham	Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.	['ü', 'wait', '4', 'bus', 'stop', 'aft', 'ur', 'lect', 'lar', 'dun', 'c', 'ü', 'go', 'get', 'car', 'come', 'back', 'n', 'pick', 'ü']
ham	Aight will do, thanks again for comin out	['aight', 'thanks', 'comin']
ham	No..but heard abt tat..	['nobut', 'heard', 'abt', 'tat']
spam	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!	['please', 'call', 'customer', 'service', 'representative', 'freephone', '0808', '145', '4742', '9am11pm', 'guaranteed', '1000', 'cash', '5000', 'prize']
ham	Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.	['yeshe', 'really', 'greatbhaji', 'told', 'kallis', 'best', 'cricketer', 'sachin', 'worldvery', 'tough', 'get']
ham	&lt;#&gt;  am I think? Should say on syllabus	['ltgt', 'think', 'say', 'syllabus']
ham	Umma. Did she say anything	['umma', 'say', 'anything']
ham	Give me a sec to think think about it	['give', 'sec', 'think', 'think']
spam	Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout	['panasonic', 'bluetoothhdset', 'free', 'nokia', 'free', 'motorola', 'free', 'doublemins', 'doubletxt', 'orange', 'contract', 'call', 'mobileupd8', '08000839402', 'call', '2optout']
ham	I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?	['dont', 'quite', 'know', 'still', 'cant', 'get', 'hold', 'anyone', 'cud', 'pick', 'bout', '730pm', 'see', 'theyre', 'pub']
ham	Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .	['poyyarikaturkolathupalayamunjalur', 'posterode', 'dis', 'ltgt', '']
ham	Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala	['dear', 'heroi', 'leaving', 'qatar', 'tonite', 'apt', 'opportunitypls', 'keep', 'touch', 'ltemailgt', 'kerala']
ham	Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am	['lol', 'would', 'mom', 'would', 'fit', 'tell', 'whole', 'family', 'crazy', 'terrible']
ham	I just got home babe, are you still awake ?	['got', 'home', 'babe', 'still', 'awake', '']
ham	I dunno they close oredi not... Ü v ma fan...	['dunno', 'close', 'oredi', 'ü', 'v', 'fan']
ham	Just buy a pizza. Meat lovers or supreme. U get to pick.	['buy', 'pizza', 'meat', 'lovers', 'supreme', 'u', 'get', 'pick']
ham	Ya, told..she was asking wats matter?	['ya', 'toldshe', 'asking', 'wats', 'matter']
ham	Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!	['dearregret', 'cudnt', 'pick', 'calldrove', 'frm', 'ctla', 'cochin', 'homeleft', 'mobile', 'carente', 'style', 'ishtamayoohappy', 'bakrid']
spam	FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+	['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'nokia', '8007', 'get', 'txting', 'tell', 'ur', 'mates', 'wwwgetzedcouk', 'pobox', '36504', 'w45wq', 'norm150ptone', '16']
ham	Shall i send that exe to your mail id.	['shall', 'send', 'exe', 'mail', 'id']
ham	Nope watching tv at home... Not going out. V bored...	['nope', 'watching', 'tv', 'home', 'going', 'v', 'bored']
ham	Don know..wait i will check it.	['knowwait', 'check']
ham	Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen	['good', 'afternoon', 'glorious', 'anniversary', 'day', 'sweet', 'j', 'hope', 'finds', 'happy', 'content', 'prey', 'think', 'send', 'teasing', 'kiss', 'across', 'sea', 'coaxing', 'images', 'fond', 'souveniers', 'cougarpen']
spam	Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18	['guess', 'somebody', 'know', 'secretly', 'fancies', 'wanna', 'find', 'give', 'us', 'call', '09065394514', 'landline', 'datebox1282essexcm61xn', '150pmin', '18']
ham	We still on for tonight?	['still', 'tonight']
ham	May i call You later Pls	['may', 'call', 'later', 'pls']
ham	Hasn't that been the pattern recently crap weekends?	['hasnt', 'pattern', 'recently', 'crap', 'weekends']
ham	I have a sore throat. It's scratches when I talk	['sore', 'throat', 'scratches', 'talk']
ham	Yes da. Any plm at ur office	['yes', 'da', 'plm', 'ur', 'office']
ham	Are you not around or just still asleep? :V	['around', 'still', 'asleep', 'v']
ham	Lol you forgot it eh ? Yes, I'll bring it in babe	['lol', 'forgot', 'eh', 'yes', 'ill', 'bring', 'babe']
ham	Its good, we'll find a way	['good', 'well', 'find', 'way']
ham	Can not use foreign stamps in this country. Good lecture .	['use', 'foreign', 'stamps', 'country', 'good', 'lecture', '']
ham	Yup bathe liao...	['yup', 'bathe', 'liao']
ham	HAPPY NEW YEAR MY NO.1 MAN	['happy', 'new', 'year', 'no1', 'man']
ham	OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!	['oh', 'mr', 'sheffield', 'wanna', 'play', 'game', 'okay', 'youre', 'boss', 'im', 'nanny', 'give', 'raise', 'ill', 'give', 'one']
ham	ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG	['zoe', 'hit', '2', 'im', 'fucking', 'shitin', 'il', 'defo', 'try', 'hardest', '2', 'cum', '2morow', 'luv', 'u', 'millions', 'lekdog']
ham	Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*	['hello', 'baby', 'get', 'back', 'moms', 'setting', 'computer', 'filling', 'belly', 'goes', 'loverboy', 'miss', 'already', 'sighs']
ham	No my blankets are sufficient, thx	['blankets', 'sufficient', 'thx']
ham	naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt	['naughty', 'little', 'thought', 'better', 'flirt', 'flirt', 'n', 'flirt', 'rather', 'loving', 'someone', 'n', 'gettin', 'hurt', 'hurt', 'n', 'hurt', 'gud', 'nyt']
ham	"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"	['edison', 'rightly', 'said', 'fool', 'ask', 'questions', 'wise', 'man', 'answer', 'know', 'us', 'speechless', 'viva', 'gmgngegnt']
ham	They just talking thats it de. They wont any other.	['talking', 'thats', 'de', 'wont']
ham	Today am going to college so am not able to atten the class.	['today', 'going', 'college', 'able', 'atten', 'class']
ham	I'm in class. Will holla later	['im', 'class', 'holla', 'later']
ham	Easy ah?sen got selected means its good..	['easy', 'ahsen', 'got', 'selected', 'means', 'good']
ham	Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?	['mmm', 'thats', 'better', 'got', 'roast', 'b', 'better', 'drinks', '2', 'good', 'indian']
spam	We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p	['know', 'someone', 'know', 'fancies', 'call', '09058097218', 'find', 'pobox', '6', 'ls15hb', '150p']
ham	Come round, it's . 	['come', 'round', '']
ham	"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""	['1', 'thing', 'change', 'sentence', 'want', '2', 'concentrate', 'educational', 'career', 'im', 'leaving']
spam	1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!	['1000s', 'flirting', 'txt', 'girl', 'bloke', 'ur', 'name', 'age', 'eg', 'girl', 'zoe', '18', '8007', 'join', 'get', 'chatting']
ham	I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?	['walked', 'hour', '2', 'c', 'u', 'show', 'care', 'wont', 'u', 'believe', 'im', 'serious']
spam	18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.	['18', 'days', 'euro2004', 'kickoff', 'u', 'kept', 'informed', 'latest', 'news', 'results', 'daily', 'unsubscribe', 'send', 'get', 'euro', 'stop', '83222']
ham	Are you available for soiree on June 3rd?	['available', 'soiree', 'june', '3rd']
ham	Do u noe wat time e place dat sells 4d closes?	['u', 'noe', 'wat', 'time', 'e', 'place', 'dat', 'sells', '4d', 'closes']
ham	I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished	['got', 'another', 'job', 'one', 'hospital', 'data', 'analysis', 'something', 'starts', 'monday', 'sure', 'thesis', 'got', 'finished']
ham	Jay's getting really impatient and belligerent	['jays', 'getting', 'really', 'impatient', 'belligerent']
ham	HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.	['hiya', 'comin', '2', 'bristol', '1', 'st', 'week', 'april', 'les', 'got', 'rudi', 'new', 'yrs', 'eve', 'snoringthey', 'drunk', 'u', 'bak', 'college', 'yet', 'work', 'sends', 'ink', '2', 'bath']
ham	I'm at work. Please call	['im', 'work', 'please', 'call']
ham	Then u drive lor.	['u', 'drive', 'lor']
ham	Ard 515 like dat. Y?	['ard', '515', 'like', 'dat']
ham	Tell me they're female :V how're you throwing in? We're deciding what all to get now	['tell', 'theyre', 'female', 'v', 'howre', 'throwing', 'deciding', 'get']
spam	EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+	['eastenders', 'tv', 'quiz', 'flower', 'dot', 'compare', 'violet', 'e', 'tulip', 'f', 'lily', 'txt', 'e', 'f', '84025', '4', 'chance', '2', 'win', '100', 'cash', 'wkent150p16']
ham	I'm working technical support :)voice process.networking field.	['im', 'working', 'technical', 'support', 'voice', 'processnetworking', 'field']
ham	I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.	['might', 'come', 'kerala', '2', 'daysso', 'prepared', 'take', 'leave', 'finalise', 'dont', 'plan', 'travel', 'visitneed', 'finish', 'urgent', 'works']
ham	Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.	['ok', 'sure', 'time', 'tho', 'sure', 'get', 'library', 'class', 'try', 'see', 'point', 'good', 'eve']
spam	We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150	['new', 'local', 'dates', 'area', 'lots', 'new', 'people', 'registered', 'area', 'reply', 'date', 'start', '18', 'wwwflirtpartyus', 'replys150']
ham	That's fine, I'll bitch at you about it later then	['thats', 'fine', 'ill', 'bitch', 'later']
ham	No my mum went 2 dentist.	['mum', 'went', '2', 'dentist']
ham	Once free call me sir. I am waiting for you.	['free', 'call', 'sir', 'waiting']
ham	Meeting u is my work. . . Tel me when shall i do my work tomorrow	['meeting', 'u', 'work', 'tel', 'shall', 'work', 'tomorrow']
spam	Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU	['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', 'cant', 'guess', 'call', '09058091854', 'revealed', 'po', 'box385', 'm6', '6wu']
ham	Jus finish bathing...	['jus', 'finish', 'bathing']
ham	alright, I'll make sure the car is back tonight	['alright', 'ill', 'make', 'sure', 'car', 'back', 'tonight']
spam	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only	['urgent', 'trying', 'contact', 'u', 'todays', 'draw', 'shows', '800', 'prize', 'guaranteed', 'call', '09050003091', 'land', 'line', 'claim', 'c52', 'valid12hrs']
spam	Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688	['dear', 'uve', 'invited', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688']
ham	Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.	['lul', 'im', 'gettin', 'juicy', 'gossip', 'hospital', 'two', 'nurses', 'talking', 'fat', 'gettin', 'one', 'thinks', 'shes', 'obese', 'oyea']
ham	Aight ill get on fb in a couple minutes	['aight', 'ill', 'get', 'fb', 'couple', 'minutes']
ham	Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.	['oi', 'ami', 'parchi', 'na', 'kicchu', 'kaaj', 'korte', 'iccha', 'korche', 'na', 'phone', 'ta', 'tul', 'na', 'plz', 'plz']
ham	Where can download clear movies. Dvd copies.	['download', 'clear', 'movies', 'dvd', 'copies']
ham	Yep, by the pretty sculpture	['yep', 'pretty', 'sculpture']
ham	Convey my regards to him	['convey', 'regards']
ham	Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI	['watching', 'surya', 'movie', '6', 'pm', 'vijay', 'movie', 'pokkiri']
ham	You tell what happen dont behave like this to me. Ok no need to say	['tell', 'happen', 'dont', 'behave', 'like', 'ok', 'need', 'say']
ham	Can u get pic msgs to your phone?	['u', 'get', 'pic', 'msgs', 'phone']
ham	Send to someone else :-)	['send', 'someone', 'else', '']
ham	Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!	['wat', 'makes', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']
ham	For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..	['love', 'start', 'attractioni', 'feel', 'need', 'every', 'time', 'around', 'meshe', 'first', 'thing', 'comes', 'thoughtsi', 'would', 'start', 'day', 'end', 'hershe', 'every', 'time', 'dreamlove', 'every', 'breath', 'namemy', 'life', 'happen', 'around', 'hermy', 'life', 'named', 'heri', 'would', 'cry', 'herwill', 'give', 'happiness', 'take', 'sorrowsi', 'ready', 'fight', 'anyone', 'heri', 'love', 'craziest', 'things', 'herlove', 'dont', 'proove', 'anyone', 'girl', 'beautiful', 'lady', 'whole', 'planeti', 'always', 'singing', 'praises', 'herlove', 'start', 'making', 'chicken', 'curry', 'end', 'makiing', 'sambarlife', 'beautiful', 'thenwill', 'get', 'every', 'morning', 'thank', 'god', 'day', 'mei', 'would', 'like', 'say', 'lotwill', 'tell', 'later']
ham	FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)	['frndship', 'like', 'needle', 'clock', 'though', 'v', 'r', 'clock', 'v', 'r', 'nt', 'able', '2', 'met', 'evn', 'v', 'meetitz', '4few', 'seconds', 'bt', 'v', 'alwys', 'stay', 'conected', 'gud', '9t']
ham	I don't think he has spatula hands!	['dont', 'think', 'spatula', 'hands']
ham	You can never do NOTHING	['never', 'nothing']
spam	You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99	['awarded', 'sipix', 'digital', 'camera', 'call', '09061221061', 'landline', 'delivery', 'within', '28days', 'cs', 'box177', 'm221bp', '2yr', 'warranty', '150ppm', '16', 'p', 'p', '399']
ham	Goodmorning today i am late for  &lt;DECIMAL&gt; min.	['goodmorning', 'today', 'late', 'ltdecimalgt', 'min']
spam	WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 	['win', 'urgent', 'mobile', 'number', 'awarded', '2000', 'prize', 'guaranteed', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hrs', '150ppm', '']
ham	Please da call me any mistake from my side sorry da. Pls da goto doctor.	['please', 'da', 'call', 'mistake', 'side', 'sorry', 'da', 'pls', 'da', 'goto', 'doctor']
ham	Where r we meeting?	['r', 'meeting']
ham	Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.	['well', 'weather', 'calis', 'great', 'complexities', 'great', 'need', 'car', 'move', 'freely', 'taxes', 'outrageous', 'great', 'place', 'sad', 'part', 'missing', 'home']
ham	Now only i reached home. . . I am very tired now. . I will come tomorro	['reached', 'home', 'tired', 'come', 'tomorro']
ham	Ryder unsold.now gibbs.	['ryder', 'unsoldnow', 'gibbs']
spam	Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062	['dear', 'subscriber', 'ur', 'draw', '4', '100', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'ans', 'elvis', 'presleys', 'birthday', 'txt', 'answer', '80062']
